104;ENERO 2024;EB 55-0001;COMPRESORA DE AIRE;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;INGERSOLL RAND;OPERABLE;9/1/2023;14;13649.81;0;0;0;0;0
105;ENERO 2024;EB 42-0048;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;20;12218.98;0;0;0;0;0
106;ENERO 2024;EB 42-0053;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;35;2242.18;0;0;0;0;0
107;ENERO 2024;2982HXC;VOLQUETA;EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;18;18490.83;0;0;0;1246;0
108;ENERO 2024;2982TKF;VOLQUETA;EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;19;11847.69;0;0;0;1246;0
109;ENERO 2024;2982GXB;CISTERNA  (COMBUSTIBLE);EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;15;2563.35;0;0;0;1246;0
110;ENERO 2024;2982HAI;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;0;34971.2;0;0;0;1246;0
111;ENERO 2024;2982HHL;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;16;17439.52;0;0;0;1246;0
112;ENERO 2024;2982HFE;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;17;11255.91;0;0;0;1246;0
113;ENERO 2024;2982HBN;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;41;27053.85;0;0;0;1246;0
114;ENERO 2024;2982HCS;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;14;31433.25;0;0;0;1246;0
115;ENERO 2024;2982HGH;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;19;11674.89;0;0;0;1246;0
116;ENERO 2024;2982GZH;"CISTERNA (AGUA)";EBC;HRS. TRAB.  ExECE-ExCIE;AUTOMOTOR;BEIBEN TRUCK;OPERABLE;9/1/2023;16;16715.65;0;0;0;1246;0
117;ENERO 2024;EB 41-0126;TRACTOR BULLDOZER;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;5;3474.93;0;0;0;0;0
118;ENERO 2024;EB 41-0141;TRACTOR BULLDOZER;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;28;11996.33;0;0;0;0;0
119;ENERO 2024;EB 41-0127;TRACTOR BULLDOZER;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;24;11590.92;0;0;0;0;0
120;ENERO 2024;EB 43-0041;CARGADOR FRONTAL;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;25;15543.1;0;0;0;0;0
121;ENERO 2024;EB 43-0042;CARGADOR FRONTAL;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;8;17135.73;0;0;0;0;0
122;ENERO 2024;EB 43-0033;CARGADOR FRONTAL;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;31;19519.7;0;0;0;0;0
123;ENERO 2024;EB 42-0041;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;3;16411.13;0;0;0;0;0
124;ENERO 2024;EB 42-0043;MOTONIVELADORA;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;23;2040.57;0;0;0;0;0
125;ENERO 2024;EB 55-0002;COMPRESORA DE AIRE;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;INGERSOLL RAND;OPERABLE;9/1/2023;39;4876.61;0;0;0;0;0
126;ENERO 2024;EB 55-0006;COMPRESORA DE AIRE;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;INGERSOLL RAND;OPERABLE;9/1/2023;7;8910.5;0;0;0;0;0
127;ENERO 2024;EB 48-0023;DRILL DE PERFORACION;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;JK;OPERABLE;9/1/2023;11;11665.46;0;0;0;0;0
128;ENERO 2024;EB 51-0006;COMPACTADORA DE NEUMATICOS;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;18;25108.9;0;0;0;0;0
129;ENERO 2024;EB 49-0001;VIBROCOMPACTADORA TANDEM;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;12;3085.06;0;0;0;0;0
130;ENERO 2024;EB 49-0003;VIBROCOMPACTADORA TANDEM;EBC;HRS. TRAB.  ExECE-ExCIE;MAQUINARIA;XCMG;OPERABLE;9/1/2023;2;11253.59;0;0;0;0;0
